"지역별(1)","산업별(10차)중분류별(1)",2019,2019,2019,2019,2019,2019,2019,2020,2020,2020,2020,2020,2020,2020,2021,2021,2021,2021,2021,2021,2021,2022,2022,2022,2022,2022,2022,2022
"지역별(1)","산업별(10차)중분류별(1)",전체기업,중소기업,중소기업,중소기업,중소기업,중소기업,중소기업 외,전체기업,중소기업,중소기업,중소기업,중소기업,중소기업,중소기업 외,전체기업,중소기업,중소기업,중소기업,중소기업,중소기업,중소기업 외,전체기업,중소기업,중소기업,중소기업,중소기업,중소기업,중소기업 외
"지역별(1)","산업별(10차)중분류별(1)",소계,소계,소기업,소기업,소기업,중기업,소계,소계,소계,소기업,소기업,소기업,중기업,소계,소계,소계,소기업,소기업,소기업,중기업,소계,소계,소계,소기업,소기업,소기업,중기업,소계
"지역별(1)","산업별(10차)중분류별(1)",소계,소계,소계,소상공인,소상공인 제외,소계,소계,소계,소계,소계,소상공인,소상공인 제외,소계,소계,소계,소계,소계,소상공인,소상공인 제외,소계,소계,소계,소계,소계,소상공인,소상공인 제외,소계,소계
"대구","H.운수 및 창고업(49~52)",31947,30722,25043,20909,4134,5678,1225,31627,30944,24791,20905,3886,6153,683,*,34999,27095,22735,4360,7904,*,*,39613,30621,26902,3719,8992,*
"대구","I.숙박 및 음식점업(55~56)",*,52587,43791,36684,7107,8796,*,*,49164,42706,37148,5558,6458,*,*,54420,47207,41072,6135,7214,*,*,65015,54806,47551,7255,10209,*
"대구","J.정보통신업(58~63)",10059,9608,5885,2457,3428,3724,451,11670,11233,7183,2682,4502,4050,437,14460,13962,7591,3056,4534,6371,498,15697,14743,8143,3243,4900,6600,954
"대구","K.금융 및 보험업(64~66)",33991,5324,2375,1464,911,2948,28667,36363,4267,2224,1364,860,2044,32096,36089,3916,2376,1510,867,1540,32172,51202,4046,2490,1669,821,1556,47155
"대구","L.부동산업(68)",47661,37865,20856,19399,1457,17009,9795,64147,46561,23320,21554,1766,23240,17587,76806,49974,25571,23725,1846,24403,26832,76706,42367,22809,20911,1898,19558,34340
"대구","M.전문, 과학 및 기술 서비스업(70~73)",*,20120,15334,7986,7348,4786,*,22882,22850,16532,8726,7807,6318,32,27546,26805,18331,9933,8398,8474,740,29898,28728,19512,10830,8682,9216,1169
"대구","N.사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",24216,21223,9673,5129,4544,11550,2993,24987,21952,9463,4777,4687,12489,3035,28858,25580,10826,5578,5248,14754,3278,31638,26611,11689,6081,5607,14923,5027
"대구","P.교육 서비스업(85)",9273,9273,6826,5737,1089,2447,-,8231,8231,5968,4929,1040,2262,-,10671,10671,8115,6745,1370,2556,-,11688,11688,8828,7470,1358,2859,-
"대구","Q.보건업 및 사회복지 서비스업(86~87)",38243,38243,13261,9022,4238,24982,-,38493,38493,12329,8473,3856,26164,-,*,43647,13472,9387,4086,30175,*,*,*,14073,9860,4213,*,*
"대구","R.예술, 스포츠 및 여가관련 서비스업(90~91)",*,*,4662,3815,847,*,*,*,4503,3936,3278,659,567,*,*,4864,4277,3403,874,587,*,*,6176,5208,4335,873,967,*
